556.988953 556.988953 64
559.378662 557.227905 128
589.979248 560.503052 192
555.817261 560.034485 256
571.097107 561.140747 320
584.178589 563.444519 384
563.997986 563.499878 448
562.703613 563.420227 512
576.602722 564.738464 576
554.226562 563.687256 640
394.564453 546.774963 704
368.690186 528.966492 768
420.084106 518.078247 832
376.188629 503.889282 896
380.210327 491.521393 960
389.424896 481.311737 1024
397.509735 472.931549 1088
412.546265 466.893005 1152
386.501343 458.853851 1216
404.575378 453.425995 1280
342.780243 442.361420 1344
344.533569 432.578644 1408
340.863464 423.407135 1472
349.432465 416.009674 1536
347.941071 409.202820 1600
337.743378 402.056885 1664
364.654999 398.316711 1728
339.733673 392.458405 1792
341.856567 387.398224 1856
341.465912 382.804993 1920
559.322510 400.456757 1984
590.673462 419.478424 2048
552.482239 432.778809 2112
539.417725 443.442688 2176
550.195923 454.118011 2240
557.489380 464.455139 2304
551.472168 473.156830 2368
542.954956 480.136658 2432
547.857178 486.908722 2496
551.152649 493.333130 2560
540.627319 498.062561 2624
545.813538 502.837646 2688
541.700073 506.723877 2752
534.350037 509.486481 2816
518.171387 510.354980 2880
526.844482 512.003906 2944
519.503357 512.753845 3008
510.579376 512.536377 3072
501.465881 511.429321 3136
503.004120 510.586792 3200
596.984802 519.226562 3264
595.643921 526.868286 3328
586.454346 532.826904 3392
562.226196 535.766846 3456
578.222656 540.012451 3520
523.535767 538.364807 3584
547.645203 539.292847 3648
505.973572 535.960938 3712
499.265503 532.291382 3776
467.881470 525.850403 3840
587.544861 532.019836 3904
555.828308 534.400696 3968
533.783142 534.338928 4032
492.984650 530.203491 4096
486.168365 525.799988 4160
457.774994 518.997498 4224
436.888763 510.786621 4288
400.090179 499.716980 4352
338.337616 483.579041 4416
352.105377 470.431671 4480
333.772797 456.765778 4544
289.049438 439.994141 4608
271.210083 423.115723 4672
250.691650 405.873322 4736
240.980988 389.384094 4800
206.236984 371.069397 4864
202.044144 354.166870 4928
188.535995 337.603790 4992
167.163544 320.559753 5056
151.717773 303.675568 5120
97.332214 283.041229 5184
95.717812 264.308899 5248
109.568115 248.834824 5312
87.827278 232.734070 5376
96.222427 219.082901 5440
97.883720 206.962982 5504
115.323639 197.799042 5568
88.282005 186.847336 5632
86.449295 176.807526 5696
67.303169 165.857086 5760
92.994408 158.570816 5824
82.068840 150.920624 5888
98.371696 145.665726 5952
85.463486 139.645508 6016
89.778587 134.658813 6080
81.399139 129.332840 6144
69.646095 123.364166 6208
95.294922 120.557243 6272
104.050156 118.906532 6336
75.074654 114.523346 6400
81.275368 111.198547 6464
86.938072 108.772499 6528
71.787132 105.073959 6592
65.175224 101.084084 6656
76.375366 98.613213 6720
69.377861 95.689674 6784
77.482056 93.868912 6848
63.566967 90.838715 6912
56.776913 87.432533 6976
61.592243 84.848503 7040
71.592506 83.522903 7104
60.814941 81.252106 7168
59.285126 79.055405 7232
58.922050 77.042068 7296
65.015739 75.839439 7360
65.782143 74.833710 7424
50.855427 72.435883 7488
63.569931 71.549286 7552
59.627945 70.357155 7616
55.549393 68.876381 7680
47.792213 66.767967 7744
51.081764 65.199348 7808
46.533688 63.332783 7872
